序号,名  称,一级分类编码,二级分类编码,食部(%),水分(g),能量（千卡）,能量（千焦）,蛋白质(g),脂肪(g),碳水化物(g),膳食纤维(g),胆固醇(mg),灰分(g),维生素A(μgRE),硫胺素(mg),核黄素(mg),维生素B6(mg),维生素B12(mg),叶酸(ug),烟碱(mg),维生素C(mg),维生素E(mg),钙(mg),磷(mg),钾(mg),钠(mg),镁(mg),铁(mg),锌(mg),硒(mg),铜(mg),锰(mg),碘(mg),胡萝卜素(μg),视黄醇(μg),尼克酸/烟酸(mg),α-维生素E(mg)
1393,米花糖,142,142323,100,7.3,385,1611,3.1,3.3,85.8,0.3,0,0.5,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.0,2.16,144,52.0,55,43.4,42,5.4,0.0,2.3,0.31,0.56,0,0,0.0,2.5,0.65
1394,起酥,142,142324,100,12.9,500,2092,8.7,31.7,45.1,0.3,0,1.6,55.0,0.07,0.05,0.0,0.0,0.0,0.0,0.0,5.73,0,68.0,73,493.9,24,2.5,0.46,6.63,0.08,0.31,0,330,55.0,1.8,1.26
1395,水晶饼,142,142325,100,10.8,438,1833,0.2,17.4,70.5,0.8,51,1.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.81,49,106.0,47,31.5,49,3.6,1.07,15.26,0.22,0.67,0,0,0.0,0.0,0.0
1396,酥皮糕点,142,142326,100,10.7,429,1795,8.1,15.5,65.0,1.4,0,0.7,12.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.01,24,91.0,105,55.7,35,2.7,0.68,9.76,0.23,0.57,0,70,12.0,3.2,0.48
1397,桃酥,142,142327,100,5.4,483,2021,7.1,21.8,65.1,1.1,0,0.6,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,14.14,48,87.0,90,33.9,59,3.1,0.69,15.74,0.27,0.84,0,0,0.0,2.3,7.73
1398,硬皮糕点,142,142328,100,7.3,466,1950,8.4,20.1,63.5,1.3,0,0.7,40.0,0.23,0.05,0.0,0.0,0.0,0.0,0.0,10.27,42,123.0,111,97.4,41,1.1,0.69,12.75,0.18,0.61,0,240,40.0,3.1,4.15
1399,芝麻桃酥,142,142329,100,4.9,467,1954,7.0,17.7,70.1,0.3,0,0.3,15.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,14.21,6,101.0,78,2.2,27,1.9,0.51,1.0,0.14,0.46,0,0,15.0,0.1,8.33
1400,状元饼,142,142330,100,8.0,437,1828,8.6,14.7,68.1,1.0,0,0.6,13.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,1.92,0,61.0,136,13.6,28,4.9,0.58,0.0,0.24,0.49,0,80,13.0,0.8,0.62
1401,茯苓夹饼,142,142331,100,10.0,345,1443,4.4,0.4,84.3,6.5,0,0.9,0.0,0.11,0.14,0.0,0.0,0.0,0.0,0.0,4.73,65,131.0,105,103.4,52,5.7,0.6,1.31,0.2,0.5,0,0,0.0,1.3,0.12
1402,蛋片,152,152101,100,6.7,391,1636,8.1,4.1,80.5,0.2,0,0.6,180.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,1.87,6,153.0,90,47.0,20,1.6,0.79,15.82,0.11,0.36,0,0,180.0,0.1,1.12
1403,麦片,152,152102,100,11.3,368,1540,12.4,7.4,67.3,8.6,0,1.6,0.0,0.2,0.06,0.0,0.0,0.0,0.0,0.0,1.45,8,339.0,306,20.9,108,4.2,2.15,6.13,0.44,3.06,0,0,0.0,4.5,0.59
1404,燕麦片,152,152103,100,9.2,377,1577,15.0,6.7,66.9,5.3,0,2.2,0.0,0.3,0.13,0.0,0.0,0.0,0.0,0.0,3.07,186,291.0,214,3.7,177,7.0,2.59,4.31,0.45,3.36,0,0,0.0,1.2,2.54
1405,玉米片（即食粥）,152,152104,100,6.3,391,1636,7.2,3.7,82.3,0.4,0,0.5,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.08,11,70.0,52,1.7,22,9.0,0.44,1.2,0.0,0.13,0,0,0.0,2.2,0.0
1406,方便面,152,152201,100,3.6,473,1979,9.5,21.1,61.6,0.7,0,4.2,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.0,2.28,25,80.0,134,1144.0,38,4.1,1.06,10.49,0.29,0.79,0,0,0.0,0.9,2.01
1407,面包（均值）,152,152301,100,27.4,313,1310,8.3,5.1,58.6,0.5,0,0.6,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,1.66,49,107.0,88,230.4,31,2.0,0.75,3.15,0.27,0.37,0,0,0.0,1.7,0.38
1408,多维面包,152,152302,100,30.9,316,1322,8.8,8.4,51.3,0.0,0,0.6,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.65,49,110.0,12,652.7,32,2.9,0.74,17.0,0.19,0.4,0,0,0.0,2.6,0.0
1409,法式牛角面包,152,152303,100,21.3,378,1582,8.4,14.3,54.6,1.5,0,1.4,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,3.75,83,93.0,103,352.3,29,1.7,0.61,18.2,0.24,0.38,0,0,0.0,5.0,0.37
1410,法式配餐面包,152,152304,100,28.3,284,1188,10.0,1.2,58.7,1.0,0,1.8,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.44,127,102.0,113,478.4,35,1.9,0.66,19.5,0.28,0.45,0,0,0.0,6.1,0.57
1411,果料面包,152,152305,100,31.2,279,1167,8.5,2.1,57.0,0.8,0,1.2,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.31,124,100.0,94,210.5,29,2.0,0.58,23.95,0.28,0.37,0,0,0.0,4.6,0.2
1412,黄油面包,152,152306,100,27.3,331,1385,7.9,8.7,55.6,0.9,0,0.5,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,5.45,35,94.0,92,14.5,22,1.5,0.5,3.4,0.18,0.29,0,0,0.0,2.3,0.52
1413,乐斯美面包,152,152307,100,19.1,335,1402,9.2,2.8,68.6,0.8,0,0.3,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.4,22,99.0,103,54.9,26,2.1,1.55,3.2,0.19,0.35,0,0,0.0,1.1,0.28
1414,麦胚面包,152,152308,100,38.0,246,1029,8.5,1.0,50.9,0.1,0,1.6,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.88,75,88.0,92,457.0,24,1.5,0.49,19.9,0.17,0.35,0,0,0.0,6.2,0.28
1415,麦维面包,152,152309,100,37.7,270,1130,8.3,4.7,48.6,0.1,0,0.7,0.0,0.25,0.68,0.0,0.0,0.0,0.0,0.0,0.0,35,61.0,70,151.0,45,2.0,0.62,24.3,0.19,0.37,0,0,0.0,5.2,0.0
1416,维生素面包,152,152310,100,36.1,279,1167,8.8,5.6,48.6,0.3,0,0.9,0.0,0.02,0.58,0.0,0.0,0.0,0.0,0.0,0.28,49,107.0,85,256.4,27,1.6,0.99,21.8,0.33,0.38,0,0,0.0,5.9,0.0
1417,咸面包,152,152311,100,34.1,275,1151,9.2,3.9,51.0,0.5,0,1.8,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,1.07,89,108.0,89,526.0,28,2.8,0.81,34.4,0.22,0.41,0,0,0.0,4.3,0.34
1418,椰圈面包,152,152312,100,25.1,320,1339,9.5,4.8,59.9,0.3,0,0.7,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2.31,49,104.0,90,106.2,27,1.7,0.86,0.0,0.19,0.37,0,0,0.0,0.7,1.49
1419,桦榕面包,152,152313,100,25.8,329,1377,8.9,7.5,56.6,0.3,0,1.2,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,2.46,9,174.0,90,236.0,30,1.8,0.79,12.23,0.14,0.57,0,0,0.0,0.2,0.59
1420,饼干（均值）,152,152401,100,5.7,435,1820,9.0,12.7,71.7,1.1,81,0.9,37.0,0.08,0.04,0.0,0.0,0.0,0.0,3.0,4.57,73,88.0,85,204.1,50,1.9,0.91,12.47,0.23,0.87,0,80,37.0,4.7,1.28
1421,VC饼干,152,152402,100,5.5,573,2397,10.8,39.7,43.2,0.3,0,0.8,0.0,0.08,0.04,0.0,0.0,0.0,0.0,5.0,4.27,0,95.0,99,113.5,54,1.9,0.73,22.7,0.23,0.71,0,0,0.0,1.6,1.79
1422,饼干（强化锌）[富锌饼干],152,152403,100,3.3,446,1866,11.0,13.3,71.2,1.1,0,1.2,13.0,0.08,0.04,0.0,0.0,0.0,0.0,0.0,8.48,144,123.0,117,231.1,74,2.2,1.52,23.5,0.28,0.71,0,0,13.0,1.7,1.9
1423,补血饼干,152,152404,100,4.1,452,1891,11.8,14.7,68.4,0.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,76,184.0,72,177.4,73,9.6,4.1,0.0,0.6,0.0,0,0,0.0,0.0,0.0
1424,儿童营养饼干,152,152405,100,3.9,447,1870,10.8,12.9,72.1,0.3,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,136,172.0,52,107.4,59,5.4,2.8,0.0,0.3,0.0,0,0,0.0,0.0,0.0
1425,钙奶饼干,152,152406,100,3.3,446,1866,8.4,13.2,73.9,0.9,81,1.2,0.0,0.06,0.03,0.0,0.0,0.0,0.0,3.0,1.67,115,267.0,83,112.2,61,3.5,3.3,12.42,0.96,0.59,0,0,0.0,1.1,0.0
1426,钙王饼干,152,152407,100,3.1,450,1883,7.8,13.9,73.6,0.2,0,1.6,12.0,0.01,0.08,0.0,0.0,0.0,0.0,0.0,2.13,250,277.0,132,259.3,22,1.4,1.55,3.87,0.11,0.6,0,0,12.0,0.1,0.68
1427,高蛋白饼干,152,152408,100,5.6,451,1887,11.0,16.2,66.0,1.5,0,1.2,77.0,0.13,0.05,0.0,0.0,0.0,0.0,9.0,6.75,111,159.0,103,104.7,60,3.7,1.48,27.0,0.63,0.75,0,460,77.0,5.5,1.53
1428,军用压缩饼干,152,152409,100,5.4,460,1925,7.9,17.8,67.6,1.2,0,1.3,0.0,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.63,149,119.0,106,320.1,57,3.9,0.0,22.9,0.4,0.88,0,0,0.0,5.1,0.43
1429,奶油饼干,152,152410,100,6.5,431,1803,8.5,13.1,70.2,1.0,81,1.7,22.0,0.09,0.02,0.0,0.0,0.0,0.0,0.0,7.23,49,105.0,110,196.4,32,2.1,1.52,20.6,1.15,0.59,0,0,22.0,3.6,4.21
1430,牛奶饼干,152,152411,100,4.3,408,1707,8.1,6.1,80.3,0.2,0,1.2,94.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,1.13,6,102.0,129,399.0,30,2.9,1.55,2.67,0.15,0.6,0,440,94.0,0.2,0.31
1431,曲奇饼,152,152412,100,1.9,546,2284,6.5,31.6,59.1,0.2,0,0.9,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,6.04,45,64.0,67,174.6,19,1.9,0.31,12.8,0.12,0.29,0,0,0.0,1.3,3.26
1432,苏打饼干,152,152413,100,5.7,408,1707,8.4,7.7,76.2,0.0,0,2.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,1.01,0,69.0,82,312.2,20,1.6,0.35,39.33,0.18,0.0,0,0,0.0,0.4,0.63
1433,维夫饼干,152,152414,100,10.3,529,2213,5.4,35.2,48.0,0.5,0,1.1,0.0,0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.71,58,63.0,0,281.8,24,2.4,0.54,10.1,0.11,0.46,0,0,0.0,1.4,0.42
1434,菠萝豆,153,153001,100,4.1,392,1640,10.4,2.1,82.9,0.1,0,0.5,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.41,19,100.0,38,30.0,4,9.0,2.01,4.1,0.06,2.63,0,0,0.0,0.1,0.29
1435,空心果,153,153002,100,5.6,452,1891,6.8,15.2,72.0,0.2,27,0.4,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.4,114,53.0,40,5.8,28,4.9,0.56,0.0,0.13,0.36,0,0,0.0,0.0,0.0
1436,马铃薯片（油炸）[油炸土豆片],153,153003,100,4.1,615,2573,4.0,48.4,41.9,1.9,0,1.6,8.0,0.09,0.05,0.0,0.0,0.0,0.0,0.0,5.22,11,88.0,620,60.9,34,1.2,1.42,0.4,0.28,0.18,0,50,8.0,6.4,4.9
1437,酥香兰花豆,153,153004,100,9.2,419,1753,12.8,13.6,61.7,1.2,0,2.7,0.0,0.26,0.17,0.0,0.0,0.0,0.0,0.0,8.13,59,157.0,508,109.8,40,2.3,2.43,8.87,1.3,0.82,0,0,0.0,1.5,0.0
1438,百令可乐,161,161001,100,93.1,28,117,0.2,0.1,6.5,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,4.0,1,22.7,1,0.3,0.19,0.0,0.06,0.07,0,0,0.0,0.0,0.0
1439,冰川可乐,161,161002,100,88.7,45,188,0.0,0.0,11.2,0.0,0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,11.4,4,0.1,0.03,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1440,橙珍（易拉罐装）,161,161003,100,93.8,25,105,0.1,0.0,6.1,0.0,0,0.0,8.0,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,5,5.3,2,0.1,0.0,0.0,0.0,0.0,0,50,8.0,1.3,0.0
1441,橙汁汽水,161,161004,100,94.9,20,84,0.0,0.0,5.1,0.0,0,0.0,10.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,3,8.1,2,0.1,0.02,0.0,0.08,0.0,0,60,10.0,0.0,0.0
1442,柠檬汽水,161,161005,100,90.5,38,159,0.0,0.0,9.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0,3.3,4,0.0,0.0,0.0,0.07,0.0,0,0,0.0,0.0,0.0
1443,特制柠檬汽水,161,161006,100,87.5,50,209,0.0,0.0,12.5,0.0,0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,2,4.4,1,0.1,0.02,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1444,特制汽水,161,161007,100,89.5,42,176,0.0,0.0,10.5,0.0,0,0.0,7.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0,4,5.8,2,0.1,0.02,0.0,0.0,0.0,0,40,7.0,0.7,0.0
1445,维尔康运动饮料,161,161008,100,88.9,45,188,0.0,0.1,11.0,0.0,0,0.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,5,5.0,2,0.0,0.24,0.0,0.03,0.02,0,0,0.0,0.0,0.0
1446,VC橘汁,162,162001,100,76.4,95,397,0.1,0.2,23.2,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,4,1.0,25,4.4,3,0.3,0.1,0.15,0.02,0.02,0,0,0.0,0.0,0.0
1447,浓缩橘汁,162,162002,100,41.3,235,983,0.8,0.3,57.3,0.0,0,0.3,122.0,0.04,0.02,0.0,0.0,0.0,0.0,80.0,0.04,21,8.0,140,4.4,23,0.7,0.13,0.79,0.15,0.13,0,730,122.0,0.3,0.0
1448,鲜橘汁（纸盒）,162,162003,100,92.5,30,126,0.1,0.0,7.4,0.0,0,0.0,3.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,3,4.2,1,0.1,0.01,0.0,0.0,0.0,0,20,3.0,0.0,0.0
1449,橘子汁,162,162004,100,70.1,119,498,0.0,0.1,29.6,0.0,0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,0.0,6,18.6,2,0.1,0.03,0.0,0.0,0.0,0,10,2.0,0.0,0.0
1450,刺玫汁（纸盒）,162,162005,100,91.9,32,134,0.0,0.0,8.1,0.0,0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,6,4.4,3,0.0,0.2,0.0,0.01,0.0,0,0,0.0,0.0,0.0
1451,甘蔗汁,162,162006,100,83.1,65,272,0.4,0.1,16.0,0.6,0,0.4,2.0,0.01,0.02,0.0,0.0,0.0,0.0,2.0,0.0,14,14.0,95,3.0,4,0.4,1.0,0.13,0.14,0.8,0,10,2.0,0.2,0.0
1452,红果汁,162,162007,100,61.0,157,657,0.0,0.2,38.7,0.0,0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,10,19.1,4,0.3,0.03,0.0,0.0,0.0,0,0,0.0,0.1,0.0
1453,柠檬汁,162,162008,100,93.1,27,113,0.9,0.2,5.5,0.3,0,0.3,0.0,0.01,0.02,0.0,0.0,0.0,0.0,11.0,0.0,24,0.0,120,1.2,12,0.1,0.09,4.15,0.04,0.06,0,0,0.0,0.1,0.0
1454,沙棘果汁,162,162009,100,87.5,47,197,0.9,0.5,10.6,1.7,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10,3.0,53,5.4,1,15.2,0.08,0.51,0.05,0.1,0,0,0.0,0.0,0.0
1455,乌梅汁,162,162010,100,66.0,133,556,0.2,0.1,32.8,0.0,0,0.9,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,7,24.3,4,0.5,0.04,0.02,0.0,0.01,0,0,0.0,0.0,0.0
1456,原汁沙棘,162,162011,100,86.3,48,201,2.6,0.0,9.3,0.0,0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,42,0.0,81,396.8,44,6.0,0.87,1.49,0.0,0.36,0,0,0.0,0.1,1.33
1457,胡萝卜素王,163,163001,100,67.1,131,548,0.1,0.2,32.5,0.5,0,0.1,450.0,0.0,0.62,0.0,0.0,0.0,0.0,12.0,0.0,7,0.0,31,72.5,1,0.2,0.1,0.05,0.03,0.0,0,2700,450.0,1.0,0.0
1458,果味奶,164,164001,100,95.5,20,84,0.9,0.8,2.4,0.0,18,0.4,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,88,39.0,63,37.4,5,0.1,0.17,6.52,0.0,0.0,0,0,0.0,0.0,0.0
1459,喜乐（乳酸饮料）,164,164002,100,86.8,53,222,0.9,0.2,11.8,0.0,38,0.3,2.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,2.81,14,23.0,20,53.8,2,0.1,0.04,0.89,0.0,0.01,0,0,2.0,0.0,0.0
1460,巧克力豆奶,165,165001,100,90.4,39,163,2.9,0.5,5.8,0.0,0,0.4,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,6.0,17,36.0,57,25.4,19,0.4,0.18,0.43,0.07,0.04,0,0,0.0,0.2,4.15
1461,杏仁露,165,165002,100,89.7,46,192,0.9,1.1,8.1,0.0,52,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,4,1.0,1,9.2,0,0.0,0.02,0.17,0.0,0.0,0,0,0.0,0.0,0.0
1462,茶砖[砖茶],166,166101,100,7.8,283,1184,14.5,4.0,66.7,38.8,0,7.0,317.0,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.0,277,157.0,844,15.1,217,14.9,4.38,9.4,2.07,46.5,0,1900,317.0,1.9,0.0
1463,茶砖（小）,166,166102,100,6.6,308,1289,15.1,4.0,68.9,32.1,0,5.4,0.0,0.01,0.53,0.0,0.0,0.0,0.0,0.0,0.0,334,182.0,624,84.6,151,13.4,2.39,12.2,1.5,125.5,0,0,0.0,0.0,0.0
1464,红茶,166,166103,100,7.3,324,1356,26.7,1.1,59.2,14.8,0,5.7,645.0,0.0,0.17,0.0,0.0,0.0,0.0,8.0,5.47,378,390.0,1934,13.6,183,28.1,3.97,56.0,2.56,49.8,0,3870,645.0,6.2,2.8
1465,花茶,166,166104,100,7.4,316,1322,27.1,1.2,58.1,17.7,0,6.2,885.0,0.06,0.17,0.0,0.0,0.0,0.0,26.0,12.73,454,338.0,1643,8.0,192,17.8,3.98,8.53,2.08,16.95,0,5310,885.0,0.0,10.59
1466,甲级龙井,166,166105,100,6.1,331,1385,33.3,2.7,48.9,11.1,0,9.0,888.0,0.19,0.09,0.0,0.0,0.0,0.0,0.0,5.94,402,542.0,2812,54.4,224,23.7,5.88,16.65,1.71,8.12,0,5330,888.0,8.6,0.15
1467,绿茶,166,166106,100,7.5,328,1372,34.2,2.3,50.3,15.6,0,5.7,967.0,0.02,0.35,0.0,0.0,0.0,0.0,19.0,9.57,325,191.0,1661,28.2,196,14.4,4.34,3.18,1.74,32.6,0,5800,967.0,8.0,5.41
1468,石榴花茶,166,166107,100,6.4,343,1435,10.5,2.9,74.2,11.2,0,6.0,262.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,6.86,1143,165.0,2455,36.6,206,24.2,2.36,14.65,1.4,3.18,0,1570,262.0,4.0,3.52
1469,柿叶茶,166,166108,100,3.6,321,1343,25.8,1.9,59.1,17.7,0,9.6,0.0,0.0,1.37,0.0,0.0,0.0,0.0,866.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1470,铁观音茶,166,166109,100,6.2,334,1397,22.8,1.3,65.0,14.7,0,4.7,432.0,0.19,0.17,0.0,0.0,0.0,0.0,0.0,16.59,416,251.0,1462,7.8,131,9.4,2.35,13.8,1.02,13.98,0,2590,432.0,18.5,13.81
1471,珠茶,166,166110,100,5.3,334,1397,28.7,1.7,58.3,14.6,0,6.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,44.0,16.69,203,352.0,739,13.3,202,40.4,3.13,5.6,1.42,63.37,0,0,0.0,6.6,13.14
1472,茶水,166,166201,100,99.8,0,0,0.1,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,6,3.9,3,0.1,0.03,0.08,0.01,0.12,0,0,0.0,0.0,0.0
1473,宝宝福,167,167001,100,2.1,390,1632,0.2,0.0,97.3,0.0,0,0.4,0.0,0.13,1.19,0.0,0.0,0.0,0.0,31.0,0.0,29,5.0,96,22.6,10,12.6,0.11,0.0,0.03,0.1,0,0,0.0,0.2,0.0
1474,冰淇淋粉,167,167002,100,2.5,396,1657,14.5,3.5,76.7,0.0,86,2.8,62.0,0.08,0.41,0.0,0.0,0.0,0.0,0.0,0.0,539,320.0,235,180.6,123,1.2,1.09,0.1,0.06,0.04,0,0,62.0,0.3,0.0
1475,固体桔子饮料,167,167003,100,2.2,391,1636,0.2,0.0,97.5,0.0,0,0.1,0.0,0.07,0.05,0.0,0.0,0.0,0.0,63.0,0.0,54,3.0,3,10.7,6,0.2,0.0,0.0,0.02,0.0,0,0,0.0,0.8,0.0
1476,可可粉,167,167004,100,7.5,349,1460,20.9,8.4,54.5,14.3,0,8.7,22.0,0.05,0.16,0.0,0.0,0.0,0.0,0.0,6.33,74,623.0,360,23.0,5,1.0,1.12,3.98,1.45,0.15,0,0,22.0,1.4,3.72
1477,麦乳精,167,167005,100,2.0,429,1795,8.5,9.7,77.0,0.0,0,2.8,113.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.44,145,218.0,355,177.8,70,4.1,1.56,3.32,0.26,0.26,0,0,113.0,0.7,0.29
1478,山楂晶,167,167006,100,3.6,386,1615,0.1,0.2,95.9,0.0,0,0.2,0.0,0.32,1.34,0.0,0.0,0.0,0.0,0.0,0.0,37,3.0,32,57.7,8,1.7,0.15,0.0,0.01,0.01,0,0,0.0,0.6,0.0
1479,酸梅晶,167,167007,100,1.2,394,1648,0.2,0.0,98.4,0.0,0,0.2,0.0,0.21,0.69,0.0,0.0,0.0,0.0,5.0,0.0,29,4.0,50,11.5,6,6.8,1.56,0.0,0.07,0.05,0,0,0.0,0.2,0.0
1480,鲜桔晶,167,167008,100,3.7,385,1611,0.3,0.0,95.9,0.0,0,0.1,0.0,0.11,0.09,0.0,0.0,0.0,0.0,18.0,0.0,24,2.0,1,6.2,0,0.5,2.92,0.0,0.15,0.0,0,0,0.0,0.3,0.0
1481,猕猴桃晶,167,167009,100,2.2,390,1632,0.4,0.0,97.1,0.0,0,0.3,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.0,28,4.0,96,2.2,11,1.6,0.0,2.25,0.11,0.0,0,0,0.0,0.5,0.0
1482,橘子晶,167,167010,100,2.8,390,1632,0.2,0.4,96.5,0.0,0,0.1,3.0,0.18,1.45,0.0,0.0,0.0,0.0,3.0,0.0,14,0.0,3,33.0,1,0.7,0.43,0.0,0.01,0.0,0,20,3.0,0.4,0.0
1483,冰棍,168,168001,100,88.3,47,197,0.8,0.2,10.5,0.0,0,0.2,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.11,31,13.0,0,20.4,0,0.9,0.0,0.25,0.02,0.1,0,0,0.0,0.2,0.0
1484,冰砖,168,168002,100,69.6,153,640,2.9,6.8,20.0,0.0,0,0.7,20.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.73,140,72.0,141,43.5,12,0.4,0.37,1.5,0.0,0.0,0,0,20.0,0.2,0.22
1485,冰淇淋,168,168003,100,74.4,127,531,2.4,5.3,17.3,0.0,0,0.6,48.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.24,126,67.0,125,54.2,12,0.5,0.37,1.73,0.02,0.05,0,0,48.0,0.2,0.24
1486,大雪糕,168,168004,100,82.2,74,310,2.2,0.9,14.3,0.0,0,0.4,35.0,0.03,0.08,0.0,0.0,0.0,0.0,0.0,2.01,80,34.0,42,83.5,6,0.6,0.3,0.92,0.02,0.05,0,0,35.0,0.0,0.21
1487,三明治冰激淋,168,168005,100,64.0,169,707,7.4,5.6,22.2,0.0,0,0.8,68.0,0.03,0.21,0.0,0.0,0.0,0.0,0.0,1.22,196,79.0,162,179.5,16,2.0,2.1,0.29,0.08,0.06,0,0,68.0,0.1,0.93
1488,双棒雪糕,168,168006,100,69.7,137,573,2.3,3.6,23.9,0.0,0,0.5,45.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.78,100,21.0,94,51.1,9,0.8,0.33,1.8,0.0,0.02,0,0,45.0,0.1,0.23
1489,娃娃头,168,168007,100,55.8,215,900,9.8,8.6,24.6,0.0,0,1.2,60.0,0.05,0.26,0.0,0.0,0.0,0.0,0.0,2.44,147,130.0,57,199.8,32,1.2,0.58,2.6,0.09,0.19,0,0,60.0,0.0,1.88
1490,紫雪糕,168,168008,100,59.4,228,954,2.6,13.7,23.6,0.0,0,0.7,26.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,4.47,168,64.0,124,65.9,16,0.8,0.6,3.35,0.04,0.08,0,0,26.0,0.2,0.63
1491,红景天饮料,169,169001,100,91.8,33,138,0.0,0.0,8.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,84.0,1,10.3,3,0.3,0.06,0.0,0.03,0.0,0,0,0.0,0.0,0.0
1492,啤酒（均值）,171,171101,100,95.1,33,138,0.4,0.0,0.0,0.0,0,0.2,0.0,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,13,12.0,47,11.4,6,0.4,0.3,0.64,0.03,0.01,0,0,0.0,1.1,0.0
1493,北京啤酒,171,171102,100,94.9,32,134,0.4,0.0,0.0,0.0,0,0.4,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,85,0.0,0,0.0,0.29,0.0,0.0,0.0,0,0,0.0,0.0,0.0
1494,北京特制啤酒（6度）,171,171103,100,94.7,35,146,0.4,0.0,0.0,0.0,0,0.1,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,25,2.5,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
